Date,SE1,SE2,SE3,SE4
2019-01-01,22.58,22.58,22.58,22.58
2019-01-02,42.65,42.65,42.65,42.65
2019-01-03,51.9,51.9,57.05,57.11
2019-01-04,50.85,50.85,51.0,51.07
2019-01-05,50.72,50.72,50.72,51.1
2019-01-06,51.02,51.02,51.16,51.98
2019-01-07,51.19,51.19,51.95,56.21
2019-01-08,49.5,49.5,49.5,49.5
2019-01-09,50.07,50.07,50.07,50.07
2019-01-10,50.1,50.1,59.51,64.64
2019-01-11,48.43,48.43,49.49,49.49
2019-01-12,48.24,48.24,48.24,48.24
2019-01-13,47.95,47.95,47.95,47.95
2019-01-14,43.9,43.9,43.9,43.9
2019-01-15,50.22,50.22,50.34,50.34
2019-01-16,52.15,52.15,52.15,52.15
2019-01-17,51.96,51.96,52.25,52.25
2019-01-18,54.21,54.21,61.17,61.76
2019-01-19,55.04,55.04,55.04,55.27
2019-01-20,55.05,55.05,55.05,55.05
2019-01-21,68.84,68.84,68.84,68.84
2019-01-22,62.93,62.93,62.93,62.93
2019-01-23,68.1,68.1,68.1,69.52
2019-01-24,77.84,77.84,79.12,79.45
2019-01-25,65.26,65.26,65.26,66.54
2019-01-26,54.07,54.07,54.07,54.07
2019-01-27,52.17,52.17,52.17,52.17
2019-01-28,56.04,56.04,56.2,56.29
2019-01-29,60.66,60.66,61.56,61.56
2019-01-30,57.96,57.96,57.99,57.99
2019-01-31,56.92,56.92,57.35,59.52
2019-02-01,54.1,54.1,54.1,55.11
2019-02-02,51.05,51.05,51.05,51.05
2019-02-03,50.18,50.18,50.18,50.18
2019-02-04,53.63,53.63,53.85,53.85
2019-02-05,52.38,52.38,52.38,52.38
2019-02-06,52.0,52.0,53.52,53.52
2019-02-07,49.72,49.72,49.72,49.76
2019-02-08,48.67,48.67,48.67,48.67
2019-02-09,47.05,47.05,47.05,47.05
2019-02-10,45.51,45.51,45.51,45.51
2019-02-11,46.97,46.97,46.97,46.97
2019-02-12,46.51,46.51,48.03,48.73
2019-02-13,45.27,45.27,45.61,45.81
2019-02-14,43.8,43.8,44.76,47.37
2019-02-15,43.49,43.49,43.67,46.0
2019-02-16,39.84,39.84,39.84,39.84
2019-02-17,41.45,41.45,41.45,41.49
2019-02-18,43.7,43.7,43.72,45.49
2019-02-19,41.58,41.58,41.58,41.65
2019-02-20,42.41,42.41,42.51,42.51
2019-02-21,43.76,43.76,44.29,44.64
2019-02-22,42.51,42.51,45.25,46.94
2019-02-23,39.59,39.59,39.59,39.59
2019-02-24,38.26,38.26,38.26,38.26
2019-02-25,40.35,40.35,41.03,41.57
2019-02-26,41.22,41.22,41.46,43.88
2019-02-27,40.3,40.3,41.03,41.74
2019-02-28,40.0,40.0,40.16,40.84
2019-03-01,43.61,43.61,45.17,46.32
2019-03-02,41.1,41.1,41.1,41.1
2019-03-03,40.13,40.13,40.13,40.13
2019-03-04,41.85,41.85,41.85,41.85
2019-03-05,43.76,43.76,43.76,43.76
2019-03-06,44.75,44.75,44.75,44.75
2019-03-07,43.14,43.14,43.14,43.14
2019-03-08,38.74,38.74,38.74,38.74
2019-03-09,38.15,38.15,38.15,38.15
2019-03-10,39.09,39.09,39.09,39.09
2019-03-11,45.21,45.21,45.21,45.21
2019-03-12,45.0,45.0,45.0,45.0
2019-03-13,41.29,41.29,41.29,41.29
2019-03-14,41.43,41.43,41.43,41.43
2019-03-15,42.74,42.74,42.74,42.74
2019-03-16,40.74,40.74,40.74,40.74
2019-03-17,34.69,34.69,34.69,34.69
2019-03-18,40.14,40.14,40.14,40.14
2019-03-19,45.53,45.53,45.53,45.53
2019-03-20,41.15,41.15,41.27,41.27
2019-03-21,38.94,38.94,38.94,38.94
2019-03-22,39.8,39.8,39.82,39.86
2019-03-23,33.25,33.25,33.25,33.25
2019-03-24,33.44,33.44,33.44,33.44
2019-03-25,37.96,37.96,37.96,38.06
2019-03-26,39.47,39.47,39.47,39.49
2019-03-27,39.48,39.48,39.48,39.82
2019-03-28,35.55,35.55,35.55,38.15
2019-03-29,28.11,28.11,28.11,28.43
2019-03-30,31.98,31.98,31.98,31.98
2019-03-31,28.85,28.85,28.85,28.85
2019-04-01,37.82,37.82,38.04,39.0
2019-04-02,35.07,35.07,35.07,35.1
2019-04-03,39.47,39.47,39.47,39.47
2019-04-04,39.08,39.08,39.08,39.08
2019-04-05,39.5,39.5,39.5,39.5
2019-04-06,38.5,38.5,38.5,38.5
2019-04-07,39.42,39.42,39.42,39.42
2019-04-08,41.1,41.1,41.1,41.1
2019-04-09,41.63,41.63,41.63,41.9
2019-04-10,43.59,43.59,43.59,43.77
2019-04-11,47.79,47.79,47.79,47.79
2019-04-12,46.63,46.63,46.63,46.65
2019-04-13,43.93,43.93,43.93,43.93
2019-04-14,41.87,41.87,41.87,41.87
2019-04-15,45.53,45.53,45.53,45.81
2019-04-16,45.03,45.03,45.03,45.16
2019-04-17,43.88,43.88,43.88,43.88
2019-04-18,43.56,43.56,43.56,43.56
2019-04-19,41.6,41.6,41.6,41.6
2019-04-20,41.68,41.68,41.68,41.68
2019-04-21,38.24,38.24,38.24,38.24
2019-04-22,35.62,35.62,35.62,35.62
2019-04-23,35.52,35.52,35.52,35.52
2019-04-24,31.24,31.24,31.24,31.24
2019-04-25,39.24,39.24,39.24,40.71
2019-04-26,41.08,41.08,41.08,42.86
2019-04-27,32.85,32.85,32.85,32.85
2019-04-28,25.25,25.25,25.25,25.25
2019-04-29,37.83,37.83,37.83,39.54
2019-04-30,37.06,37.06,37.06,37.06
2019-05-01,17.51,17.51,17.51,17.51
2019-05-02,24.71,24.71,24.71,24.71
2019-05-03,37.68,37.68,37.68,37.68
2019-05-04,39.9,39.9,39.9,39.9
2019-05-05,38.23,38.23,38.23,38.23
2019-05-06,42.45,42.45,42.45,42.45
2019-05-07,43.46,43.46,43.46,43.46
2019-05-08,40.64,40.64,40.64,40.64
2019-05-09,40.01,40.01,40.01,40.01
2019-05-10,36.94,36.94,36.94,38.02
2019-05-11,37.91,37.91,37.91,37.91
2019-05-12,11.99,11.99,11.99,11.99
2019-05-13,37.3,37.3,37.3,39.37
2019-05-14,41.89,41.89,41.89,46.15
2019-05-15,42.52,42.52,42.52,45.73
2019-05-16,38.82,38.82,38.82,39.35
2019-05-17,37.45,37.45,37.45,39.43
2019-05-18,33.54,33.54,33.54,33.54
2019-05-19,37.02,37.02,37.02,37.03
2019-05-20,41.79,41.79,41.79,46.32
2019-05-21,40.1,40.1,40.1,43.3
2019-05-22,38.64,38.64,38.64,40.41
2019-05-23,38.56,38.56,38.56,41.01
2019-05-24,38.41,38.41,38.41,39.45
2019-05-25,35.42,35.42,35.42,35.42
2019-05-26,29.28,29.28,29.28,29.28
2019-05-27,33.7,33.7,33.7,34.11
2019-05-28,35.87,35.87,35.87,39.68
2019-05-29,31.62,31.62,31.62,36.66
2019-05-30,9.43,9.43,9.43,9.43
2019-05-31,26.48,26.48,26.48,28.86
2019-06-01,21.99,21.99,21.99,21.99
2019-06-02,21.19,21.19,21.19,21.21
2019-06-03,31.87,31.87,31.87,36.6
2019-06-04,27.48,27.48,27.48,32.2
2019-06-05,28.63,28.63,28.63,33.79
2019-06-06,9.04,9.04,9.04,9.04
2019-06-07,23.98,23.98,23.98,31.06
2019-06-08,9.18,9.18,9.18,9.18
2019-06-09,9.78,9.78,9.78,14.8
2019-06-10,21.1,21.1,21.1,23.66
2019-06-11,23.98,23.98,23.98,32.5
2019-06-12,24.56,24.56,24.56,28.86
2019-06-13,27.26,27.26,27.26,33.87
2019-06-14,30.78,30.78,30.78,34.84
2019-06-15,24.36,24.36,24.36,24.36
2019-06-16,24.0,24.0,24.0,24.0
2019-06-17,27.56,27.56,27.56,27.56
2019-06-18,27.54,27.54,27.54,29.47
2019-06-19,28.68,28.68,28.68,36.26
2019-06-20,28.67,28.67,28.67,31.63
2019-06-21,26.29,26.29,26.29,28.65
2019-06-22,20.47,20.47,20.47,22.57
2019-06-23,22.53,22.53,22.53,23.04
2019-06-24,31.06,31.06,31.06,33.91
2019-06-25,31.44,31.44,31.44,38.32
2019-06-26,29.86,29.86,29.86,33.44
2019-06-27,28.38,28.38,28.38,32.71
2019-06-28,30.05,30.05,30.05,38.94
2019-06-29,23.77,23.77,23.77,24.33
2019-06-30,18.52,18.52,18.52,18.52
2019-07-01,26.54,26.54,26.54,26.54
2019-07-02,27.25,27.25,27.25,27.25
2019-07-03,29.1,29.1,29.1,29.1
2019-07-04,28.73,28.73,28.73,28.73
2019-07-05,29.04,29.04,29.04,29.04
2019-07-06,28.48,28.48,28.48,28.48
2019-07-07,27.63,27.63,27.63,27.63
2019-07-08,29.31,29.31,31.05,33.34
2019-07-09,31.0,31.0,32.91,35.83
2019-07-10,33.14,33.14,33.14,33.99
2019-07-11,35.11,35.11,35.11,40.21
2019-07-12,36.69,36.69,36.69,37.15
2019-07-13,36.57,36.57,36.57,36.61
2019-07-14,36.15,36.15,36.15,36.15
2019-07-15,37.92,37.92,37.92,39.51
2019-07-16,37.5,37.5,37.5,39.36
2019-07-17,38.73,38.73,38.73,44.43
2019-07-18,38.58,38.58,38.58,42.98
2019-07-19,38.12,38.12,38.12,41.95
2019-07-20,36.19,36.19,36.19,36.19
2019-07-21,35.1,35.12,35.12,35.12
2019-07-22,37.19,37.21,37.21,37.21
2019-07-23,37.74,37.74,37.74,42.47
2019-07-24,38.91,38.91,38.91,49.74
2019-07-25,39.54,39.54,39.54,49.22
2019-07-26,38.99,38.99,38.99,42.56
2019-07-27,36.97,36.97,36.97,36.97
2019-07-28,35.4,35.4,35.4,35.4
2019-07-29,39.42,39.42,39.42,45.15
2019-07-30,40.06,40.06,40.06,42.68
2019-07-31,41.53,41.53,42.44,46.41
2019-08-01,40.63,40.63,41.23,43.83
2019-08-02,40.96,40.96,41.75,42.57
2019-08-03,39.17,39.17,39.17,39.17
2019-08-04,39.39,39.39,39.39,39.39
2019-08-05,44.31,44.31,44.31,44.31
2019-08-06,40.57,40.57,40.57,40.57
2019-08-07,41.02,41.02,41.02,41.02
2019-08-08,38.92,38.92,38.92,38.92
2019-08-09,39.44,39.44,39.44,39.44
2019-08-10,34.12,34.12,34.12,34.12
2019-08-11,28.54,28.54,28.54,28.54
2019-08-12,36.46,36.46,36.46,38.78
2019-08-13,37.02,37.02,37.02,39.11
2019-08-14,35.09,35.09,35.09,39.02
2019-08-15,33.95,33.95,33.95,34.1
2019-08-16,34.72,34.72,34.72,36.21
2019-08-17,29.71,29.71,29.71,29.71
2019-08-18,33.35,33.35,33.35,33.35
2019-08-19,34.18,34.18,34.18,35.25
2019-08-20,35.44,35.44,35.44,38.02
2019-08-21,36.02,36.02,36.02,41.34
2019-08-22,35.79,35.79,35.79,37.43
2019-08-23,34.88,34.88,34.88,37.68
2019-08-24,34.64,34.64,34.64,34.79
2019-08-25,33.24,33.24,33.24,33.24
2019-08-26,38.1,38.1,38.1,44.82
2019-08-27,40.2,40.2,40.2,45.42
2019-08-28,43.43,43.43,43.43,48.86
2019-08-29,38.17,38.17,40.39,43.1
2019-08-30,37.14,37.14,37.68,40.74
2019-08-31,34.58,34.58,34.58,35.05
2019-09-01,32.28,32.28,32.28,32.28
2019-09-02,36.62,36.62,37.53,39.62
2019-09-03,38.23,38.23,39.07,39.49
2019-09-04,38.28,38.28,42.25,42.43
2019-09-05,34.26,34.26,34.26,34.32
2019-09-06,33.67,33.67,33.69,33.69
2019-09-07,34.67,34.67,34.67,35.89
2019-09-08,35.29,35.29,35.29,36.83
2019-09-09,37.3,37.3,39.26,45.37
2019-09-10,35.12,35.12,35.12,37.46
2019-09-11,33.69,33.69,33.69,33.87
2019-09-12,32.28,32.28,32.28,34.47
2019-09-13,32.13,32.13,32.13,33.41
2019-09-14,30.75,30.75,30.75,30.75
2019-09-15,23.55,23.55,23.55,23.55
2019-09-16,29.84,29.84,29.84,34.61
2019-09-17,35.38,35.38,35.38,36.16
2019-09-18,36.6,36.6,36.6,38.6
2019-09-19,36.37,36.37,38.69,42.63
2019-09-20,35.79,35.79,38.65,42.11
2019-09-21,33.08,33.08,33.08,34.91
2019-09-22,32.9,32.9,32.9,33.17
2019-09-23,34.96,34.96,37.27,42.02
2019-09-24,37.85,37.85,42.48,47.16
2019-09-25,36.9,36.9,36.9,41.48
2019-09-26,35.83,35.83,35.83,36.76
2019-09-27,33.75,33.75,33.75,38.16
2019-09-28,31.23,31.23,31.23,31.23
2019-09-29,30.99,30.99,30.99,30.99
2019-09-30,32.65,32.65,32.65,33.26
2019-10-01,33.88,33.88,33.88,42.81
2019-10-02,34.66,34.66,34.95,40.64
2019-10-03,35.65,35.65,35.65,42.56
2019-10-04,36.82,36.82,36.82,46.95
2019-10-05,35.97,35.97,35.97,38.29
2019-10-06,35.52,35.52,35.52,36.49
2019-10-07,38.7,38.7,45.55,57.37
2019-10-08,37.23,37.23,37.59,50.13
2019-10-09,36.68,36.68,38.12,50.76
2019-10-10,35.47,35.47,35.66,44.33
2019-10-11,32.97,32.97,32.97,33.32
2019-10-12,34.03,34.03,34.03,34.63
2019-10-13,35.15,35.15,35.15,35.15
2019-10-14,36.96,36.96,43.82,43.82
2019-10-15,43.06,43.06,45.33,45.76
2019-10-16,38.49,38.49,46.76,46.76
2019-10-17,37.46,37.46,46.43,46.59
2019-10-18,37.19,37.19,40.54,40.54
2019-10-19,34.6,34.6,34.69,35.44
2019-10-20,34.55,34.55,34.55,35.84
2019-10-21,41.56,41.56,43.15,46.0
2019-10-22,33.0,33.0,33.0,46.68
2019-10-23,34.72,34.72,34.72,43.29
2019-10-24,36.96,36.96,36.96,39.32
2019-10-25,33.81,33.81,33.85,33.85
2019-10-26,29.04,29.04,29.04,29.04
2019-10-27,35.58,35.58,35.58,35.89
2019-10-28,39.47,39.47,39.94,44.42
2019-10-29,39.66,39.66,39.76,48.08
2019-10-30,39.6,39.6,40.02,48.01
2019-10-31,38.75,38.75,39.19,42.44
2019-11-01,37.43,37.43,37.43,37.43
2019-11-02,35.06,35.06,35.06,35.06
2019-11-03,36.13,36.13,36.21,36.23
2019-11-04,40.17,40.17,40.48,42.03
2019-11-05,42.61,42.61,45.33,45.6
2019-11-06,52.65,52.65,52.92,53.01
2019-11-07,46.48,46.48,46.48,46.48
2019-11-08,46.8,46.8,46.8,48.8
2019-11-09,41.69,41.69,41.69,41.81
2019-11-10,41.71,41.71,41.71,41.95
2019-11-11,43.65,43.65,43.65,43.68
2019-11-12,41.08,41.08,41.79,42.24
2019-11-13,41.31,41.31,47.6,47.6
2019-11-14,42.8,42.8,46.57,46.57
2019-11-15,40.88,40.88,40.88,40.88
2019-11-16,39.27,39.27,39.27,39.27
2019-11-17,38.35,38.35,38.35,38.35
2019-11-18,41.49,41.49,41.49,42.31
2019-11-19,40.4,40.4,40.4,41.33
2019-11-20,43.35,43.35,44.09,47.71
2019-11-21,41.46,41.46,41.46,44.18
2019-11-22,39.63,39.63,39.63,41.4
2019-11-23,37.15,37.15,37.15,37.15
2019-11-24,37.87,37.87,37.87,37.87
2019-11-25,42.4,42.4,42.4,42.4
2019-11-26,44.79,44.79,44.79,44.8
2019-11-27,41.52,41.52,41.52,41.52
2019-11-28,40.4,40.4,40.4,40.4
2019-11-29,39.9,39.9,40.15,40.88
2019-11-30,38.58,38.58,40.34,40.34
2019-12-01,38.81,38.81,40.18,40.18
2019-12-02,40.72,40.72,44.11,45.96
2019-12-03,39.95,39.95,47.87,50.4
2019-12-04,37.81,37.81,40.4,44.99
2019-12-05,35.69,35.69,37.52,38.53
2019-12-06,34.23,34.23,34.37,34.37
2019-12-07,33.53,33.53,33.57,33.57
2019-12-08,30.86,30.86,30.86,30.86
2019-12-09,31.45,31.45,31.45,31.45
2019-12-10,39.39,39.39,41.54,41.96
2019-12-11,32.79,32.79,33.3,37.22
2019-12-12,37.06,37.06,43.05,44.19
2019-12-13,36.21,36.21,36.6,37.64
2019-12-14,33.9,33.9,33.9,33.9
2019-12-15,32.79,32.79,32.79,32.79
2019-12-16,38.9,38.9,39.03,40.91
2019-12-17,38.09,38.09,38.43,38.71
2019-12-18,37.81,37.81,38.02,40.27
2019-12-19,36.99,36.99,36.99,37.16
2019-12-20,35.98,35.98,35.98,35.98
2019-12-21,34.49,34.49,34.49,34.49
2019-12-22,35.63,35.63,35.63,35.63
2019-12-23,35.79,35.79,35.79,35.83
2019-12-24,35.65,35.65,35.65,35.67
2019-12-25,35.03,35.03,35.03,35.03
2019-12-26,36.0,36.0,36.0,36.1
2019-12-27,38.47,38.47,38.47,38.47
2019-12-28,33.91,33.91,33.91,33.95
2019-12-29,28.53,28.53,28.53,28.53
2019-12-30,25.26,25.26,25.26,25.26
2019-12-31,27.65,27.65,27.7,27.75
2020-01-01,27.74,27.74,27.74,27.74
2020-01-02,26.77,26.77,26.77,26.77
2020-01-03,22.64,22.64,22.64,22.64
2020-01-04,21.17,21.17,21.17,21.17
2020-01-05,29.65,29.65,29.65,29.65
2020-01-06,29.61,29.61,29.61,29.78
2020-01-07,28.79,28.79,29.14,33.41
2020-01-08,22.25,22.25,22.48,23.81
2020-01-09,25.73,25.73,28.0,32.16
2020-01-10,26.33,26.33,31.71,31.71
2020-01-11,24.91,24.91,24.91,24.91
2020-01-12,22.86,22.86,22.86,22.86
2020-01-13,25.2,25.2,28.63,35.23
2020-01-14,22.77,22.77,22.87,22.87
2020-01-15,22.49,22.49,22.62,22.62
2020-01-16,24.25,24.25,24.32,26.73
2020-01-17,24.44,24.44,24.45,25.76
2020-01-18,23.24,23.24,23.24,23.24
2020-01-19,22.85,22.85,22.85,30.73
2020-01-20,22.54,22.54,22.71,36.87
2020-01-21,20.75,20.75,20.84,23.64
2020-01-22,20.14,20.14,20.77,37.09
2020-01-23,20.37,20.37,20.76,36.35
2020-01-24,19.38,19.38,19.76,19.76
2020-01-25,20.34,20.34,20.34,22.31
2020-01-26,19.94,19.94,19.94,19.94
2020-01-27,21.01,21.01,21.13,21.13
2020-01-28,21.99,21.99,22.77,26.02
2020-01-29,21.02,21.02,21.02,21.02
2020-01-30,21.32,21.32,21.39,21.39
2020-01-31,18.72,18.72,18.72,18.72
2020-02-01,14.07,14.07,14.07,14.07
2020-02-02,15.08,15.08,15.08,15.08
2020-02-03,19.31,19.31,25.71,25.81
2020-02-04,20.02,20.02,26.0,26.0
2020-02-05,17.08,17.08,19.57,19.57
2020-02-06,17.2,17.2,20.35,20.35
2020-02-07,15.8,15.8,24.19,26.64
2020-02-08,13.67,13.67,13.67,13.67
2020-02-09,7.99,7.99,7.99,7.99
2020-02-10,9.29,9.29,9.29,9.29
2020-02-11,11.81,11.81,11.81,11.81
2020-02-12,13.17,13.17,13.17,13.17
2020-02-13,15.04,15.04,27.82,27.82
2020-02-14,15.99,15.99,29.83,31.61
2020-02-15,11.57,11.57,11.57,11.57
2020-02-16,8.97,8.97,8.97,8.97
2020-02-17,9.79,9.79,9.85,9.85
2020-02-18,10.76,10.76,13.92,13.92
2020-02-19,14.14,14.14,28.31,28.31
2020-02-20,10.76,10.76,17.49,17.49
2020-02-21,9.16,9.16,10.03,10.03
2020-02-22,6.86,6.86,6.86,6.86
2020-02-23,8.14,8.14,8.14,8.14
2020-02-24,11.0,11.0,28.21,28.21
2020-02-25,14.19,14.19,16.22,16.22
2020-02-26,18.69,18.69,28.74,28.77
2020-02-27,44.09,44.09,44.09,44.09
2020-02-28,21.72,21.72,30.41,31.03
2020-02-29,11.95,11.95,11.95,11.95
2020-03-01,10.52,10.52,10.52,10.52
2020-03-02,15.43,15.43,25.6,29.41
2020-03-03,14.89,14.89,20.6,32.85
2020-03-04,13.64,13.64,31.15,32.81
2020-03-05,14.35,14.35,30.87,33.14
2020-03-06,15.36,15.36,22.89,23.61
2020-03-07,13.47,13.47,14.63,23.15
2020-03-08,9.44,9.44,9.44,9.44
2020-03-09,10.31,10.31,10.99,29.92
2020-03-10,10.89,10.89,11.1,11.79
2020-03-11,9.37,9.37,9.37,9.37
2020-03-12,8.6,8.6,8.6,8.6
2020-03-13,8.45,8.45,9.32,9.32
2020-03-14,9.3,9.3,13.72,17.66
2020-03-15,6.85,6.85,6.85,6.85
2020-03-16,8.91,8.91,23.62,23.93
2020-03-17,7.46,7.46,16.61,17.13
2020-03-18,7.7,7.7,10.88,10.88
2020-03-19,7.0,7.0,16.52,17.57
2020-03-20,8.46,8.46,15.78,20.67
2020-03-21,7.64,7.64,9.32,10.65
2020-03-22,6.53,6.53,7.62,8.87
2020-03-23,7.5,7.5,11.87,12.78
2020-03-24,6.6,6.6,6.9,8.12
2020-03-25,6.1,6.1,6.78,6.78
2020-03-26,6.35,6.35,12.47,13.69
2020-03-27,6.03,6.03,12.46,12.46
2020-03-28,5.21,5.21,5.26,5.26
2020-03-29,4.97,4.97,5.5,5.5
2020-03-30,6.62,6.62,20.04,20.04
2020-03-31,5.11,5.11,11.53,11.82
2020-04-01,5.12,5.12,6.99,6.99
2020-04-02,4.58,4.58,4.58,4.58
2020-04-03,4.04,4.04,4.06,4.06
2020-04-04,4.38,4.38,8.75,8.75
2020-04-05,4.52,4.52,4.52,4.52
2020-04-06,4.54,4.54,6.74,6.74
2020-04-07,4.18,4.18,10.0,10.0
2020-04-08,3.58,3.58,7.8,21.0
2020-04-09,3.78,3.78,8.74,14.64
2020-04-10,4.09,4.09,10.97,17.64
2020-04-11,4.9,4.9,9.6,13.32
2020-04-12,3.69,3.69,3.85,3.85
2020-04-13,2.31,2.31,2.44,2.44
2020-04-14,4.04,4.04,10.05,15.3
2020-04-15,4.05,4.05,4.62,4.62
2020-04-16,3.55,3.55,5.45,10.61
2020-04-17,3.53,3.53,11.87,27.54
2020-04-18,4.34,4.34,9.82,20.07
2020-04-19,4.8,4.8,4.82,12.21
2020-04-20,4.62,4.62,9.27,10.02
2020-04-21,4.94,4.94,10.34,10.39
2020-04-22,5.63,5.63,10.51,12.34
2020-04-23,5.52,5.52,13.64,26.09
2020-04-24,4.95,4.95,8.32,19.28
2020-04-25,4.85,4.85,4.85,15.63
2020-04-26,5.47,5.47,7.8,18.35
2020-04-27,7.76,7.76,17.53,24.95
2020-04-28,9.16,9.16,21.17,25.94
2020-04-29,12.6,12.6,20.25,22.51
2020-04-30,10.26,10.26,10.61,17.96
2020-05-01,6.21,6.21,7.27,9.19
2020-05-02,8.65,8.65,8.65,11.99
2020-05-03,8.01,8.01,9.91,10.52
2020-05-04,7.97,7.97,18.95,19.42
2020-05-05,7.35,7.35,16.77,16.77
2020-05-06,6.71,6.71,10.64,10.64
2020-05-07,7.32,7.32,13.53,13.53
2020-05-08,8.19,8.19,9.6,9.6
2020-05-09,8.04,8.04,8.11,8.11
2020-05-10,7.5,7.5,7.5,7.5
2020-05-11,7.87,7.87,13.39,13.39
2020-05-12,10.65,10.65,13.35,13.35
2020-05-13,13.79,13.79,27.29,27.29
2020-05-14,13.46,13.46,18.86,18.86
2020-05-15,12.49,12.49,13.4,13.4
2020-05-16,9.39,9.39,9.39,9.39
2020-05-17,10.04,10.04,10.04,10.04
2020-05-18,13.8,13.8,16.77,16.77
2020-05-19,15.15,15.15,19.13,19.13
