Date,Price,GDP,netimport,EV,EG,carbon,crude,gas,temp,precip,wind
2019-01-01,22.58,53292.18733196633,-21.671630182948302,8.029611130968203,165.87960276574032,24.91693832154024,53.55302593884944,2.9649368600688892,3.9,1.1139122233394667,17.71621904634193
2019-01-02,42.65,53293.96328702313,-21.708369817051697,8.036170188677191,165.90039723425969,24.7271546655519,54.90999984741211,2.9579999446868896,-1.1,1.0819852880608065,17.80200472021541
2019-01-03,51.9,53295.73582077915,-21.74510834806705,8.042817678425996,165.92119107843615,24.488984136115764,55.95000076293945,2.944999933242798,-2.7,1.0504231273203652,17.88876942681484
2019-01-04,50.85,53297.504863702954,-21.781843569818285,8.04955432619223,165.94198304958394,24.20030506903717,57.060001373291016,3.0439999103546143,2.7,1.0195311225331838,17.976464964771157
2019-01-05,50.72,53299.27034626317,-21.81857327612932,8.056380857953517,165.96277189901727,23.858995800121452,57.708958675021194,3.0600066078385684,0.8,0.9896146551143035,18.06504313271528
2019-01-06,51.02,53301.03219892835,-21.85529526082408,8.063297999687475,165.9835563780503,23.46293466517395,58.43499238984786,2.979704020299889,0.8,0.9609791064787645,18.15445572927816
2019-01-07,51.19,53302.79035216709,-21.892007317726474,8.070306477371721,166.0043352379973,23.01,57.33000183105469,2.944000005722046,1.8,0.9339298580416081,18.244654553090694
2019-01-08,49.5,53304.544736448,-21.928707240660433,8.077407016983877,166.02510723017244,22.4,58.720001220703125,2.9670000076293945,1.2,0.9087722912178743,18.335591402783827
2019-01-09,50.07,53306.29528223963,-21.96539282344987,8.084600344501558,166.04587110588997,21.855112254105066,61.43999862670898,2.983999967575073,0.4,0.8858117874226049,18.427218076988492
2019-01-10,50.1,53308.0419200106,-22.00206185991872,8.091887185902387,166.06662561646405,21.4,61.68000030517578,2.969000101089477,-2.0,0.8653537280708395,18.519486374335614
2019-01-11,48.43,53309.78458022948,-22.038712143890884,8.09926826716398,166.08736951320893,21.191250652648566,60.47999954223633,3.0989999771118164,1.9,0.8477034945776201,18.61234809345612
2019-01-12,48.24,53311.52319336487,-22.075341469190292,8.10674431426396,166.1081015474388,21.266679324093413,60.56733629719489,3.2982297158225267,-0.1,0.8331664683579862,18.70575503298094
2019-01-13,47.95,53313.25768988534,-22.111947629640863,8.11431605317994,166.12882047046787,21.54626833349155,60.723646051855205,3.5196780765904623,-1.8,0.8220480308269795,18.799658991541005
